drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,market_size_million,competition_level
D00369,colon_cancer,PD1,1,0,0.432,500.5,3.79,21.52,14
D00370,colon_cancer,mTOR,0,1,0.526,613.2,3.81,18.699,16
D00371,ovarian_cancer,ALK,0,1,0.453,332.7,1.98,4.828,13
D00372,colon_cancer,BRAF,1,1,0.62,430.0,3.02,21.459,20
D00373,breast_cancer,PD1,1,0,0.64,521.4,2.42,23.553,13
D00374,colon_cancer,PD1,1,0,0.563,494.9,2.4,19.205,13
D00375,colon_cancer,EGFR,0,0,0.741,431.1,1.87,23.251,15
D00376,prostate_cancer,VEGF,1,1,0.816,406.1,1.92,6.622,14
D00377,prostate_cancer,mTOR,0,1,0.521,401.9,3.84,11.928,14
D00378,melanoma,EGFR,1,1,0.691,404.0,5.11,7.672,14
D00379,ovarian_cancer,EGFR,1,0,0.455,519.5,3.15,4.489,12
D00380,breast_cancer,HER2,0,1,0.883,411.3,3.56,26.632,14
D00381,lung_cancer,EGFR,0,1,0.511,433.9,3.1,43.671,18
D00382,ovarian_cancer,HER2,0,1,0.587,684.8,2.92,5.778,19
D00383,prostate_cancer,ALK,0,1,0.899,571.9,2.44,10.345,10
D00384,melanoma,EGFR,0,0,0.574,477.2,4.42,6.715,7
D00385,ovarian_cancer,mTOR,1,1,0.449,429.8,4.45,7.332,15
D00386,colon_cancer,EGFR,1,0,0.805,536.6,2.55,16.726,11
D00387,prostate_cancer,EGFR,0,0,0.658,530.6,3.78,10.967,11
D00388,ovarian_cancer,mTOR,1,0,0.799,529.7,1.74,6.779,6
D00389,prostate_cancer,HER2,1,1,0.415,421.8,2.8,11.527,7
D00390,melanoma,ALK,1,1,0.402,474.0,3.5,6.074,9
D00391,prostate_cancer,BRAF,0,0,0.8,494.2,1.93,10.832,12
D00392,colon_cancer,VEGF,1,0,0.531,510.4,3.49,27.94,17
D00393,prostate_cancer,PD1,1,1,0.694,524.8,3.86,9.131,15
D00394,ovarian_cancer,VEGF,1,0,0.736,546.7,3.37,4.879,8
D00395,colon_cancer,EGFR,0,1,0.747,474.4,1.67,22.662,14
D00396,ovarian_cancer,VEGF,1,1,0.493,514.4,3.17,6.813,6
D00397,ovarian_cancer,VEGF,1,1,0.47,501.7,1.98,4.887,15
D00398,ovarian_cancer,EGFR,1,0,0.642,393.5,3.84,4.171,13
D00399,ovarian_cancer,ALK,1,1,0.742,476.8,3.55,5.494,15
D00400,melanoma,VEGF,0,0,0.798,482.3,3.02,6.103,2
D00401,colon_cancer,VEGF,1,0,0.79,555.1,2.59,23.485,16
D00402,ovarian_cancer,ALK,0,0,0.534,487.7,2.63,6.259,12
D00403,ovarian_cancer,BRAF,0,1,0.673,445.2,2.75,8.939,4
D00404,prostate_cancer,BRAF,0,1,0.837,497.8,2.62,6.29,9
D00405,colon_cancer,BRAF,0,1,0.833,580.5,2.28,16.761,8
D00406,breast_cancer,BRAF,1,1,0.483,465.1,2.65,22.785,7
D00407,breast_cancer,BRAF,0,1,0.666,595.8,3.16,31.937,6
D00408,colon_cancer,HER2,1,1,0.686,562.5,1.81,29.286,17
D00409,prostate_cancer,BRAF,0,0,0.881,501.4,3.71,13.071,2
D00410,colon_cancer,BRAF,0,0,0.525,486.6,3.85,25.671,8
D00411,prostate_cancer,mTOR,1,0,0.689,438.6,4.13,8.418,14
D00412,melanoma,mTOR,0,0,0.601,663.9,2.71,8.749,12
D00413,melanoma,mTOR,1,0,0.834,444.4,4.16,9.236,3
D00414,prostate_cancer,mTOR,1,0,0.798,606.4,2.58,9.579,14
D00415,breast_cancer,mTOR,1,1,0.814,446.4,2.77,26.755,19
D00416,breast_cancer,ALK,1,1,0.847,372.4,2.27,35.245,2
D00417,lung_cancer,HER2,1,0,0.462,399.7,2.39,46.441,15
D00418,melanoma,EGFR,1,0,0.898,477.2,3.19,9.547,10
D00419,breast_cancer,BRAF,1,0,0.727,604.0,2.2,25.008,12
D00420,prostate_cancer,HER2,0,0,0.598,558.7,2.83,8.75,8
D00421,melanoma,HER2,0,0,0.401,476.0,3.54,7.384,5
D00422,ovarian_cancer,VEGF,1,0,0.404,390.2,3.31,5.061,4
D00423,melanoma,HER2,0,1,0.435,493.3,3.39,6.915,4
D00424,lung_cancer,PD1,1,1,0.469,503.1,4.96,44.337,5
D00425,prostate_cancer,HER2,0,0,0.665,429.0,2.58,6.076,6
D00426,melanoma,PD1,0,0,0.86,430.1,2.56,8.08,15
D00427,breast_cancer,EGFR,0,0,0.776,429.0,3.95,31.791,13
D00428,colon_cancer,mTOR,1,0,0.524,593.6,2.54,24.669,8
D00429,ovarian_cancer,ALK,1,0,0.824,413.4,3.38,6.95,10
D00430,breast_cancer,ALK,0,1,0.548,435.8,3.51,21.091,8
D00431,melanoma,mTOR,0,0,0.65,496.2,1.79,7.97,17
D00432,lung_cancer,PD1,1,0,0.593,603.8,4.44,45.974,14
D00433,colon_cancer,ALK,0,1,0.877,431.0,2.69,26.556,1
D00434,ovarian_cancer,EGFR,0,1,0.508,502.9,3.27,8.535,13
D00435,ovarian_cancer,PD1,1,1,0.751,532.7,4.61,3.495,18
D00436,ovarian_cancer,ALK,0,1,0.442,465.8,2.36,3.474,7
D00437,breast_cancer,ALK,1,1,0.693,369.7,2.42,35.264,3
D00438,colon_cancer,HER2,1,0,0.429,477.3,4.44,16.293,14
D00439,lung_cancer,mTOR,0,1,0.733,438.6,3.18,41.451,6
D00440,lung_cancer,EGFR,0,0,0.482,478.7,3.95,48.825,17
D00441,ovarian_cancer,BRAF,1,0,0.586,682.2,2.58,7.499,9
D00442,prostate_cancer,EGFR,0,1,0.804,440.8,3.84,8.448,3
D00443,colon_cancer,HER2,0,1,0.628,534.6,4.48,20.402,16
D00444,ovarian_cancer,VEGF,1,0,0.528,526.7,2.71,3.617,19
D00445,prostate_cancer,HER2,0,0,0.77,527.3,3.89,6.023,1
D00446,breast_cancer,EGFR,1,1,0.591,545.6,3.41,23.002,2
D00447,ovarian_cancer,BRAF,1,0,0.561,565.3,3.94,5.498,11
D00448,colon_cancer,BRAF,0,1,0.46,590.6,3.52,25.1,2
D00449,breast_cancer,VEGF,0,1,0.434,466.6,3.12,29.302,10
D00450,colon_cancer,PD1,0,1,0.404,576.5,2.35,18.01,19
D00451,colon_cancer,HER2,0,1,0.584,509.5,2.69,29.578,7
D00452,prostate_cancer,ALK,0,0,0.403,482.3,4.02,9.69,8
D00453,ovarian_cancer,PD1,0,1,0.401,495.3,3.04,6.944,10
D00454,lung_cancer,VEGF,0,1,0.646,371.2,3.6,26.497,5
D00455,prostate_cancer,PD1,0,0,0.861,531.6,4.73,14.076,17
D00456,melanoma,HER2,1,1,0.887,455.4,3.18,5.425,4
D00457,ovarian_cancer,VEGF,1,0,0.696,500.0,4.26,3.374,5
D00458,breast_cancer,PD1,1,1,0.863,472.4,3.22,27.859,11
D00459,colon_cancer,mTOR,1,0,0.437,528.6,3.15,18.041,19
D00460,lung_cancer,VEGF,0,0,0.625,444.3,3.16,32.851,4
D00461,ovarian_cancer,PD1,0,1,0.554,565.9,2.18,4.59,4
D00462,lung_cancer,VEGF,1,0,0.508,490.6,2.44,46.414,5
D00463,lung_cancer,HER2,0,1,0.598,575.6,1.78,26.224,10
D00464,colon_cancer,BRAF,0,0,0.876,435.3,3.3,27.819,18
D00465,prostate_cancer,ALK,0,0,0.631,605.2,2.95,13.235,5
D00466,lung_cancer,EGFR,0,0,0.465,435.6,4.5,45.592,12
D00467,prostate_cancer,HER2,0,1,0.859,364.2,1.24,6.675,3
D00468,breast_cancer,HER2,1,0,0.446,515.2,2.6,36.946,11
D00469,lung_cancer,EGFR,1,0,0.484,398.3,3.57,39.347,13
D00470,melanoma,EGFR,1,1,0.486,499.5,2.55,6.074,6
D00471,colon_cancer,PD1,1,0,0.417,377.6,3.7,24.288,8
D00472,prostate_cancer,PD1,1,1,0.841,532.0,2.92,10.311,3
D00473,colon_cancer,mTOR,0,1,0.5,627.7,2.14,28.27,17
D00474,breast_cancer,HER2,0,1,0.791,358.0,2.45,27.182,18
D00475,melanoma,PD1,1,1,0.535,476.4,3.19,5.13,20
D00476,breast_cancer,EGFR,1,0,0.804,460.7,3.28,29.434,12
D00477,ovarian_cancer,VEGF,0,0,0.524,379.9,4.16,4.447,18
D00478,prostate_cancer,EGFR,0,1,0.577,473.4,3.89,13.553,6
D00479,breast_cancer,VEGF,1,1,0.857,507.4,3.37,20.564,12
D00480,ovarian_cancer,ALK,0,0,0.818,525.6,3.36,7.862,16
D00481,ovarian_cancer,PD1,0,1,0.419,531.4,4.06,3.337,20
D00482,breast_cancer,EGFR,1,0,0.566,495.7,3.57,32.283,5
D00483,colon_cancer,HER2,0,1,0.43,472.8,4.15,17.216,5
D00484,lung_cancer,BRAF,1,0,0.587,425.9,4.44,48.548,13
D00485,ovarian_cancer,EGFR,1,1,0.561,476.8,1.86,8.855,14
D00486,prostate_cancer,mTOR,1,0,0.754,490.2,2.46,11.058,20
D00487,colon_cancer,VEGF,0,1,0.553,547.3,2.48,25.327,5
D00488,breast_cancer,HER2,0,1,0.825,444.3,1.49,35.417,19
D00489,lung_cancer,VEGF,1,0,0.72,443.8,1.06,27.603,16
D00490,breast_cancer,PD1,0,0,0.573,353.3,3.61,26.39,3
D00491,prostate_cancer,HER2,1,1,0.406,542.9,3.34,7.887,3
D00492,colon_cancer,PD1,0,0,0.424,402.6,2.96,21.573,14
D00493,breast_cancer,mTOR,1,1,0.576,479.7,2.07,27.507,16
D00494,ovarian_cancer,HER2,0,0,0.626,600.3,3.7,7.795,2
D00495,colon_cancer,EGFR,1,1,0.876,462.3,3.02,16.113,6
D00496,melanoma,VEGF,0,0,0.569,496.7,1.37,9.926,16
D00497,prostate_cancer,EGFR,1,0,0.704,460.2,2.45,9.908,2
D00498,lung_cancer,PD1,0,0,0.605,399.9,2.78,38.853,18
D00499,colon_cancer,HER2,1,1,0.519,623.8,3.51,15.745,19
D00500,ovarian_cancer,BRAF,1,0,0.427,434.3,3.46,3.023,3
D00501,colon_cancer,BRAF,1,0,0.448,591.9,3.74,18.104,10
D00502,lung_cancer,mTOR,0,1,0.792,484.8,2.48,36.774,9
D00503,lung_cancer,HER2,1,0,0.586,535.9,3.31,34.536,6
D00504,melanoma,EGFR,1,1,0.633,551.6,3.51,6.131,9
D00505,ovarian_cancer,EGFR,0,0,0.443,564.0,2.57,5.063,18
D00506,melanoma,BRAF,0,0,0.82,585.4,3.16,9.092,14
D00507,ovarian_cancer,HER2,1,0,0.638,646.0,2.45,3.474,2
D00508,ovarian_cancer,ALK,0,0,0.875,618.9,3.16,5.694,6
D00509,breast_cancer,BRAF,0,0,0.421,427.9,2.61,21.567,14
D00510,breast_cancer,BRAF,0,1,0.56,454.4,3.34,34.542,3
D00511,lung_cancer,mTOR,1,1,0.828,521.8,2.54,37.992,1
D00512,prostate_cancer,ALK,1,0,0.607,478.1,4.71,7.334,19
D00513,ovarian_cancer,BRAF,0,0,0.681,618.2,3.35,3.606,10
D00514,ovarian_cancer,PD1,1,1,0.592,483.0,3.1,5.914,20
D00515,melanoma,EGFR,0,1,0.601,529.1,2.18,8.091,13
D00516,lung_cancer,mTOR,1,0,0.425,459.4,1.67,36.88,9
D00517,colon_cancer,EGFR,1,1,0.555,511.9,3.52,27.643,4
D00518,breast_cancer,VEGF,1,1,0.787,441.3,4.26,26.417,14
D00519,ovarian_cancer,HER2,0,0,0.621,381.9,1.83,8.481,14
D00520,prostate_cancer,mTOR,1,0,0.658,498.0,3.84,7.431,10
D00521,prostate_cancer,ALK,1,0,0.79,614.7,2.63,10.719,19
D00522,lung_cancer,VEGF,0,0,0.818,566.3,2.97,31.237,15
D00523,lung_cancer,PD1,0,1,0.584,466.2,3.71,36.605,13
D00524,prostate_cancer,EGFR,0,0,0.586,532.2,1.74,11.346,6
D00525,melanoma,ALK,1,1,0.482,598.1,4.1,9.472,3
D00526,colon_cancer,EGFR,1,0,0.481,430.0,3.32,23.584,7
D00527,breast_cancer,HER2,0,0,0.535,519.5,3.21,28.19,1
D00528,prostate_cancer,EGFR,1,0,0.724,436.0,2.46,11.41,1
D00529,breast_cancer,PD1,1,1,0.612,478.0,3.94,27.53,12
D00530,melanoma,PD1,0,1,0.551,523.5,2.7,7.603,20
D00531,melanoma,ALK,0,0,0.656,541.7,0.72,8.312,12
D00532,ovarian_cancer,HER2,1,1,0.742,571.9,1.61,5.89,11
D00533,colon_cancer,HER2,1,1,0.531,451.0,2.1,25.666,10
D00534,breast_cancer,VEGF,0,0,0.803,376.4,3.93,36.047,20
D00535,melanoma,HER2,1,0,0.761,442.6,3.28,8.277,10
D00536,colon_cancer,mTOR,1,1,0.768,476.2,3.38,23.745,19
D00537,breast_cancer,PD1,0,1,0.853,486.1,1.97,33.437,17
D00538,colon_cancer,BRAF,0,0,0.547,559.7,2.6,22.062,9
D00539,prostate_cancer,BRAF,0,1,0.727,355.5,2.66,8.0,8
D00540,prostate_cancer,BRAF,1,1,0.794,600.1,3.68,8.982,9
D00541,ovarian_cancer,PD1,1,0,0.635,452.1,2.72,8.198,19
D00542,ovarian_cancer,ALK,0,1,0.845,454.3,4.66,6.003,13
D00543,ovarian_cancer,PD1,1,0,0.835,510.6,3.34,3.905,7
D00544,colon_cancer,mTOR,1,0,0.558,562.4,3.19,25.735,3
D00545,melanoma,PD1,0,1,0.717,459.3,2.84,5.024,9
D00546,breast_cancer,BRAF,0,0,0.645,474.3,2.97,35.271,3
D00547,breast_cancer,ALK,1,1,0.602,538.2,3.04,39.307,13
D00548,lung_cancer,EGFR,0,1,0.875,538.6,2.94,47.3,17
D00549,breast_cancer,EGFR,0,0,0.513,486.3,1.4,37.54,10
D00550,breast_cancer,EGFR,1,1,0.484,553.3,3.28,36.477,10
D00551,colon_cancer,mTOR,1,1,0.844,559.8,0.68,29.932,11
D00552,melanoma,PD1,0,0,0.874,647.1,2.89,9.591,13
D00553,lung_cancer,VEGF,0,0,0.506,568.7,2.17,25.548,17
D00554,breast_cancer,EGFR,1,0,0.588,529.0,2.16,32.806,18
D00555,ovarian_cancer,EGFR,0,0,0.727,430.1,4.53,3.118,4
D00556,melanoma,mTOR,1,0,0.674,464.7,3.17,7.372,5
D00557,breast_cancer,HER2,0,1,0.61,549.6,3.4,22.02,17
D00558,colon_cancer,ALK,0,1,0.815,492.0,3.29,16.574,20
D00559,lung_cancer,PD1,0,0,0.649,672.3,2.95,40.225,9
D00560,ovarian_cancer,VEGF,1,1,0.548,496.1,3.84,3.236,16
D00561,breast_cancer,HER2,1,1,0.517,568.4,3.95,20.255,3
D00562,lung_cancer,BRAF,1,0,0.875,531.1,2.09,44.488,3
D00563,prostate_cancer,HER2,0,1,0.722,610.7,2.08,10.111,10
D00564,colon_cancer,mTOR,0,0,0.807,504.2,2.4,28.112,10
D00565,colon_cancer,BRAF,1,1,0.769,474.9,3.26,16.425,2
D00566,lung_cancer,BRAF,0,0,0.564,505.7,3.34,47.363,20
D00567,colon_cancer,HER2,0,1,0.807,609.1,3.36,17.743,13
D00568,melanoma,mTOR,1,1,0.745,460.5,3.77,7.391,14
D00569,prostate_cancer,BRAF,0,0,0.466,575.2,2.02,12.538,6
D00570,lung_cancer,mTOR,1,1,0.491,527.8,3.56,34.494,12
D00571,ovarian_cancer,EGFR,0,1,0.86,456.2,4.1,3.678,14
D00572,melanoma,EGFR,0,1,0.727,468.0,3.1,5.062,17
D00573,prostate_cancer,ALK,0,1,0.66,466.2,3.01,12.194,20
D00574,lung_cancer,mTOR,0,1,0.573,392.3,1.85,41.907,13
D00575,breast_cancer,BRAF,0,0,0.722,607.6,2.32,23.139,16
D00576,melanoma,BRAF,0,0,0.776,400.7,1.28,6.603,11
D00577,colon_cancer,EGFR,0,1,0.602,428.9,1.94,18.525,15
D00578,melanoma,BRAF,1,0,0.828,611.4,3.81,7.235,4
D00579,melanoma,HER2,0,0,0.602,424.9,4.8,5.179,18
D00580,lung_cancer,BRAF,0,1,0.845,558.5,2.74,39.058,15
D00581,colon_cancer,PD1,0,0,0.822,300.0,4.83,19.98,20
D00582,ovarian_cancer,mTOR,1,1,0.457,368.8,1.68,7.556,8
D00583,lung_cancer,PD1,1,1,0.674,561.8,4.95,34.347,4
D00584,lung_cancer,VEGF,1,0,0.811,590.7,3.45,43.563,14
D00585,lung_cancer,PD1,0,0,0.46,527.6,3.68,46.305,7
D00586,melanoma,BRAF,0,1,0.454,540.7,3.22,7.072,19
D00587,lung_cancer,BRAF,1,1,0.729,488.3,2.95,48.905,5
D00588,melanoma,EGFR,0,1,0.819,419.7,2.78,7.415,17
D00589,breast_cancer,HER2,0,0,0.452,344.6,2.92,33.15,20
D00590,colon_cancer,ALK,1,1,0.89,400.9,2.12,28.739,8
D00591,colon_cancer,mTOR,1,1,0.626,494.4,4.11,17.001,14
D00592,ovarian_cancer,HER2,1,1,0.756,553.5,1.74,8.613,7
D00593,breast_cancer,VEGF,1,1,0.861,400.8,3.75,22.653,6
D00594,ovarian_cancer,ALK,1,0,0.78,401.4,2.82,6.374,19
D00595,ovarian_cancer,HER2,1,1,0.839,524.0,2.23,5.534,1
D00596,ovarian_cancer,EGFR,0,1,0.473,488.4,1.93,7.022,7
D00597,colon_cancer,BRAF,0,1,0.742,431.9,3.26,17.196,2
D00598,prostate_cancer,BRAF,1,0,0.777,352.6,3.35,6.291,15
D00599,lung_cancer,ALK,0,1,0.519,478.4,3.44,44.608,10
D00600,prostate_cancer,HER2,0,1,0.594,497.9,4.09,14.61,11
D00601,ovarian_cancer,EGFR,0,1,0.502,490.0,2.66,8.213,15
D00602,breast_cancer,HER2,1,0,0.788,489.8,3.43,39.286,10
D00603,melanoma,VEGF,0,0,0.881,483.9,3.03,8.675,4
D00604,melanoma,EGFR,1,1,0.678,423.8,2.47,5.65,19
D00605,colon_cancer,EGFR,1,1,0.755,367.8,4.4,17.322,5
D00606,colon_cancer,ALK,0,1,0.645,380.5,2.45,23.59,12
D00607,lung_cancer,BRAF,1,0,0.878,422.5,3.72,38.015,17
D00608,breast_cancer,mTOR,1,0,0.575,456.4,4.0,37.668,11
D00609,colon_cancer,PD1,1,0,0.875,426.1,3.22,24.274,16
D00610,ovarian_cancer,BRAF,0,0,0.734,413.2,4.72,5.674,20
D00611,ovarian_cancer,VEGF,0,1,0.591,385.0,3.25,7.777,4
D00612,melanoma,PD1,1,0,0.856,530.7,3.33,9.111,12
D00613,ovarian_cancer,BRAF,1,1,0.422,465.2,2.9,8.39,7
D00614,colon_cancer,ALK,0,0,0.484,483.5,2.88,29.344,18
D00615,ovarian_cancer,EGFR,0,0,0.735,557.1,4.77,7.641,14
D00616,lung_cancer,VEGF,1,0,0.773,435.4,1.9,28.844,15
D00617,prostate_cancer,PD1,0,0,0.437,472.9,5.06,7.602,9
D00618,ovarian_cancer,EGFR,0,1,0.604,415.7,4.31,5.707,13
D00619,melanoma,PD1,0,1,0.737,614.2,2.56,7.674,20
D00620,lung_cancer,BRAF,0,0,0.579,525.5,4.3,37.571,10
D00621,prostate_cancer,PD1,0,1,0.783,449.7,2.84,9.939,13
D00622,prostate_cancer,EGFR,1,0,0.667,433.5,2.19,7.227,13
D00623,ovarian_cancer,PD1,0,1,0.739,428.1,2.02,8.485,12
D00624,lung_cancer,ALK,0,0,0.421,482.7,2.38,39.318,13
D00625,ovarian_cancer,ALK,0,1,0.505,498.7,1.76,7.449,12
D00626,breast_cancer,mTOR,0,0,0.492,506.5,3.67,32.338,9
D00627,breast_cancer,EGFR,0,0,0.826,320.5,3.3,38.647,18
D00628,melanoma,HER2,0,1,0.736,578.2,2.03,6.253,7
D00629,prostate_cancer,ALK,1,1,0.579,613.8,3.34,12.042,8
D00630,lung_cancer,PD1,0,0,0.559,423.6,2.96,36.266,20
D00631,prostate_cancer,PD1,0,1,0.804,524.7,3.06,14.628,6
D00632,lung_cancer,PD1,0,0,0.756,523.1,2.26,41.021,9
D00633,colon_cancer,VEGF,1,1,0.631,493.5,1.87,20.381,10
D00634,melanoma,ALK,0,0,0.723,471.1,2.28,5.41,9
D00635,breast_cancer,ALK,0,1,0.767,421.2,3.99,32.532,3
D00636,lung_cancer,BRAF,0,1,0.785,567.3,3.49,30.319,2
D00637,ovarian_cancer,PD1,1,0,0.583,392.6,2.75,4.34,19
D00638,prostate_cancer,BRAF,1,0,0.632,577.0,3.11,10.594,13
D00639,colon_cancer,ALK,0,0,0.824,665.5,3.31,27.098,20
D00640,prostate_cancer,VEGF,0,1,0.48,495.4,2.75,11.097,19
D00641,prostate_cancer,BRAF,0,1,0.87,490.7,2.88,6.364,16
D00642,breast_cancer,EGFR,1,1,0.517,536.6,3.77,33.372,17
D00643,colon_cancer,mTOR,1,1,0.841,417.1,1.94,15.599,11
D00644,lung_cancer,HER2,1,1,0.689,333.1,3.41,39.254,13
D00645,prostate_cancer,mTOR,1,0,0.658,391.7,1.28,9.387,8
D00646,ovarian_cancer,mTOR,1,1,0.643,511.1,4.99,5.893,20
D00647,lung_cancer,ALK,0,1,0.483,479.5,3.67,26.927,9
D00648,breast_cancer,VEGF,0,0,0.581,486.5,2.92,34.346,4
D00649,prostate_cancer,VEGF,1,1,0.76,553.5,2.77,10.334,16
D00650,melanoma,VEGF,0,1,0.411,501.4,3.26,5.216,19
D00651,ovarian_cancer,VEGF,0,0,0.845,426.6,3.79,3.881,6
D00652,colon_cancer,VEGF,1,0,0.839,466.0,2.4,25.92,10
D00653,lung_cancer,VEGF,1,1,0.834,522.9,2.28,29.264,14
D00654,ovarian_cancer,VEGF,0,1,0.484,482.3,2.99,7.114,15
D00655,ovarian_cancer,ALK,0,0,0.589,566.9,3.38,3.793,1
D00656,breast_cancer,ALK,1,0,0.703,478.0,3.65,23.548,20
D00657,ovarian_cancer,EGFR,0,0,0.641,591.2,3.45,3.782,20
D00658,ovarian_cancer,BRAF,0,1,0.661,480.8,1.95,5.222,2
D00659,prostate_cancer,ALK,1,0,0.869,394.8,2.76,10.339,13
D00660,colon_cancer,ALK,0,1,0.467,431.2,2.85,22.157,8
D00661,lung_cancer,PD1,1,1,0.495,484.5,3.42,42.729,1
D00662,ovarian_cancer,ALK,0,0,0.588,474.4,3.39,4.233,11
D00663,melanoma,PD1,0,0,0.613,485.2,1.42,7.927,9
D00664,ovarian_cancer,mTOR,1,1,0.896,404.9,2.88,5.385,7
D00665,melanoma,ALK,1,0,0.585,383.2,3.48,7.775,9
D00666,colon_cancer,ALK,1,1,0.768,602.5,3.98,27.825,4
D00667,prostate_cancer,VEGF,1,0,0.45,462.9,4.19,10.575,11
D00668,ovarian_cancer,ALK,0,0,0.595,491.9,2.73,6.815,3
D00669,breast_cancer,mTOR,1,0,0.432,430.9,2.76,24.435,3
D00670,ovarian_cancer,EGFR,1,1,0.707,448.9,3.14,6.126,20
D00671,lung_cancer,BRAF,0,1,0.619,492.8,3.0,30.043,17
D00672,colon_cancer,VEGF,0,0,0.708,515.0,3.95,25.11,12
D00673,breast_cancer,HER2,0,0,0.443,556.0,1.81,25.519,13
D00674,colon_cancer,HER2,1,1,0.693,300.0,3.75,22.766,3
D00675,lung_cancer,ALK,1,1,0.574,370.6,2.82,45.388,8
D00676,ovarian_cancer,VEGF,1,1,0.687,386.4,1.56,4.567,14
D00677,ovarian_cancer,EGFR,0,1,0.57,523.3,3.61,3.702,17
D00678,colon_cancer,ALK,1,1,0.883,433.9,0.93,23.448,8
D00679,colon_cancer,BRAF,1,1,0.848,436.3,3.31,27.93,16
D00680,lung_cancer,PD1,0,1,0.717,361.7,3.15,49.855,8
D00681,colon_cancer,mTOR,1,0,0.75,478.8,3.46,18.95,10
D00682,lung_cancer,mTOR,1,0,0.677,489.6,2.22,29.462,11
D00683,colon_cancer,VEGF,1,0,0.874,575.7,2.87,25.247,7
D00684,melanoma,HER2,0,0,0.768,477.8,2.25,9.364,7
D00685,breast_cancer,VEGF,0,1,0.478,444.5,2.29,22.134,3
D00686,prostate_cancer,HER2,1,0,0.782,466.2,4.37,10.873,2
D00687,melanoma,PD1,1,1,0.849,370.2,1.71,9.405,19
D00688,colon_cancer,mTOR,0,1,0.599,597.7,2.83,26.253,5
D00689,lung_cancer,ALK,1,1,0.87,426.5,3.83,25.814,12
D00690,melanoma,BRAF,0,1,0.888,431.6,4.46,8.491,15
D00691,colon_cancer,HER2,0,0,0.737,534.2,2.61,20.691,4
D00692,colon_cancer,PD1,1,0,0.674,652.6,2.52,18.557,16
D00693,ovarian_cancer,PD1,1,0,0.649,539.4,3.24,4.263,12
D00694,colon_cancer,BRAF,1,1,0.625,584.1,4.25,23.571,19
D00695,prostate_cancer,VEGF,0,1,0.802,482.6,2.4,10.998,13
D00696,breast_cancer,VEGF,0,1,0.803,516.8,2.46,23.532,16
D00697,breast_cancer,BRAF,1,1,0.55,641.1,3.11,31.243,19
D00698,lung_cancer,mTOR,0,0,0.43,450.8,3.15,45.345,16
D00699,prostate_cancer,EGFR,1,1,0.53,372.2,2.22,9.243,18
D00700,colon_cancer,PD1,0,1,0.461,576.0,2.47,28.011,20
D00701,breast_cancer,ALK,0,1,0.578,396.2,3.43,33.464,16
D00702,prostate_cancer,mTOR,0,1,0.707,574.9,3.58,10.174,5
D00703,breast_cancer,HER2,1,1,0.716,559.7,2.39,31.433,3
D00704,lung_cancer,VEGF,1,0,0.557,366.3,4.2,41.325,9
D00705,ovarian_cancer,HER2,1,1,0.844,454.2,2.8,7.686,12
D00706,prostate_cancer,ALK,1,1,0.484,586.3,3.44,13.688,5
D00707,prostate_cancer,VEGF,1,0,0.505,516.5,4.73,9.573,4
D00708,lung_cancer,mTOR,0,0,0.785,428.5,3.74,38.1,3
D00709,lung_cancer,PD1,0,0,0.727,484.6,3.21,47.137,10
D00710,breast_cancer,VEGF,1,1,0.713,602.3,3.41,22.626,6
D00711,lung_cancer,EGFR,1,1,0.832,523.1,3.86,36.68,18
D00712,colon_cancer,ALK,1,0,0.885,450.8,2.33,25.464,6
D00713,ovarian_cancer,ALK,1,1,0.662,396.4,1.43,6.837,10
D00714,colon_cancer,mTOR,0,0,0.621,644.5,2.12,20.487,9
D00715,breast_cancer,PD1,0,0,0.662,462.3,2.78,35.166,5
D00716,colon_cancer,PD1,1,0,0.744,504.6,3.65,22.379,16
D00717,colon_cancer,EGFR,1,1,0.699,548.8,2.53,26.952,18
D00718,colon_cancer,VEGF,1,1,0.597,466.6,3.23,17.449,13
D00719,melanoma,VEGF,1,0,0.611,460.1,4.29,6.198,20
D00720,prostate_cancer,HER2,1,1,0.724,519.3,3.59,10.787,9
D00721,melanoma,VEGF,0,0,0.468,533.0,3.94,5.552,15
D00722,ovarian_cancer,mTOR,1,1,0.494,494.5,1.96,3.116,2
D00723,ovarian_cancer,EGFR,0,0,0.541,512.0,2.48,3.75,15
D00724,prostate_cancer,EGFR,0,0,0.475,437.7,3.47,10.442,11
D00725,melanoma,PD1,1,1,0.632,579.1,3.02,8.957,11
D00726,lung_cancer,BRAF,0,0,0.533,504.7,4.36,34.811,18
D00727,melanoma,VEGF,0,1,0.809,499.3,5.08,9.141,4
D00728,prostate_cancer,VEGF,1,1,0.524,525.2,1.59,14.951,7
D00729,melanoma,HER2,0,0,0.636,540.3,3.3,8.407,10
D00730,colon_cancer,VEGF,0,0,0.527,583.2,3.54,24.578,7
D00731,colon_cancer,EGFR,0,0,0.518,468.9,2.02,21.512,1
D00732,breast_cancer,BRAF,1,0,0.598,463.3,2.32,24.862,2
D00733,ovarian_cancer,BRAF,1,0,0.586,433.6,3.47,3.537,6
D00734,melanoma,EGFR,1,0,0.43,613.6,3.32,8.223,18
D00735,lung_cancer,VEGF,1,0,0.558,384.3,3.36,38.959,12
D00736,melanoma,HER2,0,0,0.745,575.7,2.51,6.791,5
