drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,potential_label,toxicity_label,market_size_million,competition_level,expected_profit_score,success_probability,traditional_time_years,ai_time_years
D00262,lung_cancer,EGFR,0,0,0.695,427.0,3.46,1,0,35305,6,0.692,0.488,13,1
D00263,breast_cancer,ALK,1,0,0.824,418.9,1.56,2,0,36965,9,0.845,0.643,13,2
D00264,colon_cancer,HER2,0,0,0.647,349.8,3.04,0,0,24730,3,0.494,0.365,8,2
D00265,colon_cancer,VEGF,1,1,0.583,500.8,2.28,2,1,27621,3,0.608,0.371,8,1
D00266,colon_cancer,VEGF,0,0,0.874,531.1,1.67,1,0,26675,7,0.638,0.518,11,3
D00267,melanoma,EGFR,0,1,0.442,474.7,2.03,0,1,6272,5,0.131,0.098,12,3
D00268,prostate_cancer,HER2,0,1,0.749,427.9,3.04,1,1,6948,2,0.34,0.201,11,1
D00269,melanoma,ALK,0,1,0.733,411.2,2.69,1,0,5103,2,0.581,0.458,9,2
D00270,colon_cancer,ALK,1,0,0.586,560.5,2.54,2,0,27008,3,0.855,0.645,8,2
D00271,melanoma,PD1,0,1,0.756,546.9,2.1,1,0,8728,5,0.569,0.433,11,3
D00272,breast_cancer,PD1,0,1,0.787,522.4,4.15,0,1,23779,4,0.229,0.184,8,1
D00273,lung_cancer,VEGF,0,1,0.582,300.0,2.36,0,0,26158,7,0.461,0.396,13,3
D00274,prostate_cancer,mTOR,0,1,0.524,526.2,2.84,0,0,7276,5,0.386,0.305,12,3
D00275,lung_cancer,VEGF,0,0,0.877,509.7,2.52,1,0,34250,7,0.676,0.493,12,2
D00276,lung_cancer,PD1,0,1,0.682,486.9,2.88,0,1,40201,7,0.281,0.21,11,1
D00277,prostate_cancer,ALK,0,0,0.403,573.4,3.2,0,0,11675,1,0.448,0.374,8,3
D00278,melanoma,BRAF,1,0,0.503,507.0,2.67,2,0,5490,2,0.757,0.585,8,1
D00279,breast_cancer,BRAF,1,1,0.629,441.0,2.65,2,1,36561,6,0.623,0.455,11,1
D00280,ovarian_cancer,ALK,0,1,0.731,511.6,2.66,0,0,5580,4,0.388,0.334,13,2
D00281,colon_cancer,mTOR,1,0,0.437,503.2,4.66,1,0,24579,3,0.668,0.452,9,2
D00282,melanoma,PD1,1,0,0.668,549.7,2.74,2,0,7525,4,0.748,0.545,8,1
D00283,breast_cancer,BRAF,1,0,0.508,576.1,2.67,2,0,28133,5,0.841,0.61,8,3
D00284,colon_cancer,PD1,0,0,0.876,317.0,2.19,1,0,24013,4,0.655,0.445,8,1
D00285,lung_cancer,EGFR,0,0,0.465,330.3,2.72,0,0,45653,10,0.528,0.373,12,2
D00286,lung_cancer,EGFR,0,0,0.851,481.5,4.34,1,0,35864,5,0.704,0.469,11,1
D00287,breast_cancer,ALK,1,1,0.648,506.2,2.82,1,0,31598,6,0.673,0.545,10,2
D00288,melanoma,VEGF,0,0,0.724,546.4,1.23,1,0,8924,1,0.61,0.406,11,1
D00289,melanoma,VEGF,0,0,0.895,498.8,3.62,1,0,9460,4,0.582,0.433,12,3
D00290,colon_cancer,mTOR,1,0,0.413,361.7,3.92,1,0,28282,5,0.666,0.452,11,3
D00291,colon_cancer,BRAF,0,0,0.45,507.1,2.67,1,0,28374,8,0.637,0.452,9,3
D00292,melanoma,PD1,0,0,0.518,530.6,4.82,0,0,7939,5,0.39,0.273,13,2
D00293,ovarian_cancer,ALK,0,0,0.818,494.5,3.2,1,0,7441,3,0.582,0.411,8,1
D00294,lung_cancer,VEGF,0,0,0.663,443.3,2.32,1,0,31601,6,0.673,0.488,9,2
D00295,lung_cancer,EGFR,0,0,0.787,546.4,2.32,1,0,27376,5,0.662,0.514,13,2
D00296,ovarian_cancer,EGFR,1,1,0.561,485.7,2.62,2,1,6578,4,0.493,0.381,9,3
D00297,ovarian_cancer,HER2,1,0,0.733,518.3,3.27,2,0,8640,3,0.763,0.534,13,1
D00298,prostate_cancer,ALK,1,0,0.491,563.0,2.59,1,0,9619,5,0.573,0.409,11,1
D00299,colon_cancer,HER2,0,0,0.573,458.4,2.22,1,0,16453,8,0.577,0.483,13,2
D00300,melanoma,EGFR,1,0,0.525,444.5,3.3,2,0,5885,1,0.769,0.52,11,3
D00301,melanoma,VEGF,1,1,0.841,540.6,2.26,2,0,8927,5,0.745,0.587,13,1
D00302,breast_cancer,mTOR,0,0,0.547,549.6,4.08,0,0,22431,5,0.462,0.323,11,1
D00303,prostate_cancer,EGFR,0,1,0.697,513.1,4.5,0,1,6507,4,0.143,0.161,9,3
D00304,melanoma,VEGF,0,0,0.566,418.1,2.0,1,0,9539,5,0.573,0.425,10,2
D00305,breast_cancer,EGFR,0,1,0.686,337.7,4.2,0,1,31823,5,0.259,0.172,10,3
D00306,prostate_cancer,ALK,1,0,0.448,532.3,2.96,2,0,7342,4,0.747,0.603,10,2
D00307,melanoma,mTOR,1,0,0.721,502.4,2.1,2,0,8124,3,0.761,0.539,8,2
D00308,melanoma,mTOR,1,0,0.819,675.7,3.1,2,0,5792,1,0.769,0.581,14,3
D00309,melanoma,BRAF,0,0,0.82,488.8,3.58,1,0,9386,4,0.582,0.456,9,2
D00310,colon_cancer,EGFR,1,0,0.651,518.5,3.18,2,0,26100,7,0.81,0.58,14,2
D00311,breast_cancer,VEGF,0,0,0.463,416.8,3.38,1,0,34266,6,0.686,0.56,13,1
D00312,ovarian_cancer,PD1,1,0,0.444,630.6,4.08,1,1,5262,5,0.301,0.234,14,1
D00313,prostate_cancer,ALK,1,0,0.607,607.5,2.59,1,0,7641,1,0.603,0.45,8,2
D00314,ovarian_cancer,PD1,1,1,0.592,400.8,2.9,1,1,3306,2,0.322,0.211,9,3
D00315,ovarian_cancer,HER2,1,0,0.598,484.5,3.88,2,0,3403,4,0.727,0.601,10,1
D00316,colon_cancer,BRAF,1,1,0.54,344.6,4.22,1,1,16609,4,0.368,0.23,13,2
D00317,colon_cancer,PD1,1,0,0.494,467.4,2.66,2,0,27139,6,0.826,0.644,14,2
D00318,lung_cancer,ALK,0,0,0.556,399.0,1.68,0,0,42179,9,0.521,0.358,9,1
D00319,lung_cancer,VEGF,0,1,0.425,545.9,3.06,0,0,37070,8,0.505,0.393,13,1
D00320,prostate_cancer,EGFR,0,1,0.644,376.8,1.96,0,1,13775,5,0.169,0.14,10,1
D00321,colon_cancer,HER2,0,1,0.414,453.1,4.34,0,1,27776,4,0.249,0.205,13,1
D00322,prostate_cancer,VEGF,1,1,0.657,459.2,1.8,2,1,6145,4,0.491,0.407,13,1
D00323,ovarian_cancer,BRAF,0,0,0.526,460.3,2.78,1,0,8811,3,0.589,0.439,11,2
D00324,melanoma,PD1,0,1,0.551,300.0,2.96,0,1,9788,1,0.189,0.075,13,2
D00325,ovarian_cancer,HER2,1,1,0.742,461.5,3.56,1,1,5264,3,0.321,0.274,10,3
D00326,prostate_cancer,HER2,1,0,0.475,627.9,3.9,1,1,12620,3,0.358,0.275,13,1
D00327,prostate_cancer,mTOR,1,1,0.853,458.5,2.11,2,1,9111,3,0.516,0.395,9,3
D00328,ovarian_cancer,HER2,1,1,0.654,685.9,3.05,1,1,7573,2,0.343,0.223,11,1
D00329,prostate_cancer,PD1,0,1,0.727,481.1,2.98,0,0,11031,4,0.415,0.356,10,2
D00330,colon_cancer,ALK,1,1,0.826,495.8,2.88,2,1,24561,7,0.553,0.456,8,2
D00331,breast_cancer,ALK,0,1,0.665,434.1,2.56,0,1,24940,4,0.235,0.212,10,2
D00332,ovarian_cancer,mTOR,0,1,0.831,477.4,2.57,0,0,5724,2,0.409,0.296,8,1
D00333,melanoma,PD1,0,0,0.688,423.0,3.09,1,0,5721,2,0.584,0.451,13,2
D00334,melanoma,mTOR,1,1,0.402,459.6,4.2,1,1,5115,3,0.321,0.263,12,1
D00335,lung_cancer,HER2,0,0,0.513,300.0,3.87,0,0,28365,6,0.482,0.371,10,1
D00336,lung_cancer,BRAF,0,1,0.874,579.7,1.34,0,1,42174,7,0.291,0.199,13,1
D00337,colon_cancer,mTOR,1,0,0.482,452.6,2.7,2,0,15313,4,0.787,0.561,9,1
D00338,prostate_cancer,EGFR,0,0,0.583,367.4,2.38,1,0,10190,5,0.576,0.463,12,1
D00339,prostate_cancer,EGFR,0,0,0.745,391.2,4.4,0,0,14966,3,0.445,0.335,9,1
D00340,prostate_cancer,HER2,0,1,0.61,554.9,4.02,0,1,8247,4,0.151,0.154,8,3
D00341,prostate_cancer,ALK,0,1,0.457,537.7,2.1,0,0,9272,3,0.416,0.356,9,2
D00342,prostate_cancer,mTOR,1,0,0.42,438.0,3.39,2,0,13875,3,0.789,0.558,8,3
D00343,lung_cancer,EGFR,1,0,0.875,382.2,3.57,2,0,48710,5,0.944,0.712,13,1
D00344,melanoma,PD1,1,1,0.425,460.8,2.7,1,1,7380,3,0.332,0.274,10,2
D00345,prostate_cancer,EGFR,0,0,0.405,536.9,3.36,0,0,11384,3,0.427,0.368,12,2
D00346,prostate_cancer,EGFR,1,1,0.491,451.1,3.93,1,1,10453,4,0.337,0.27,11,2
D00347,prostate_cancer,BRAF,0,0,0.466,393.5,3.49,0,0,8611,1,0.433,0.313,12,2
D00348,ovarian_cancer,HER2,1,0,0.706,527.4,2.75,2,0,8607,2,0.773,0.57,11,1
D00349,melanoma,mTOR,0,0,0.531,506.1,2.0,1,0,9299,5,0.571,0.471,9,3
D00350,colon_cancer,ALK,0,1,0.731,553.9,2.85,0,1,26080,8,0.2,0.154,14,3
D00351,ovarian_cancer,EGFR,0,0,0.653,438.2,3.84,1,0,4354,1,0.587,0.461,10,1
D00352,colon_cancer,PD1,0,0,0.675,423.7,1.87,1,0,16291,6,0.596,0.46,12,2
D00353,lung_cancer,BRAF,1,1,0.558,355.5,3.48,1,1,25582,3,0.423,0.279,8,3
D00354,ovarian_cancer,EGFR,0,1,0.845,377.6,4.4,0,1,6737,3,0.154,0.103,8,1
D00355,melanoma,PD1,1,1,0.758,313.4,4.36,1,1,6816,1,0.349,0.226,14,3
D00356,colon_cancer,ALK,1,0,0.423,496.9,2.92,2,0,26744,8,0.804,0.639,8,2
D00357,ovarian_cancer,VEGF,0,0,0.865,436.4,3.32,1,0,4561,3,0.568,0.397,11,1
D00358,prostate_cancer,BRAF,0,1,0.629,477.0,3.88,0,1,14172,1,0.211,0.138,8,3
D00359,melanoma,BRAF,1,0,0.746,489.1,3.12,2,0,5848,4,0.739,0.58,12,2
D00360,ovarian_cancer,mTOR,1,0,0.537,450.9,2.95,2,0,6709,2,0.764,0.531,12,3
D00361,prostate_cancer,ALK,1,1,0.756,504.6,1.63,2,1,9291,2,0.526,0.386,10,3
D00362,colon_cancer,HER2,0,0,0.652,372.1,3.59,0,0,16890,5,0.434,0.348,12,3
D00363,prostate_cancer,HER2,1,1,0.839,493.7,2.85,2,0,7744,1,0.779,0.557,8,3
D00364,lung_cancer,VEGF,1,0,0.892,481.5,3.28,2,0,27032,8,0.805,0.646,9,3
D00365,lung_cancer,PD1,1,0,0.708,436.8,2.38,2,0,32350,10,0.812,0.646,11,1
D00366,ovarian_cancer,BRAF,1,0,0.863,495.7,2.22,2,0,8612,3,0.763,0.618,8,1
D00367,prostate_cancer,PD1,0,1,0.815,512.7,1.64,1,1,12025,5,0.335,0.26,12,1
D00368,prostate_cancer,VEGF,1,1,0.489,562.3,3.38,1,1,8847,5,0.319,0.209,8,2
D00369,colon_cancer,ALK,1,0,0.48,500.5,3.79,2,0,22640,8,0.783,0.65,8,1
D00370,colon_cancer,ALK,0,1,0.645,613.2,3.81,0,1,27845,8,0.209,0.151,9,1
D00371,ovarian_cancer,EGFR,0,1,0.672,332.7,1.98,0,0,4747,3,0.394,0.295,10,1
D00372,ovarian_cancer,ALK,1,0,0.457,430.0,3.02,2,0,8261,5,0.741,0.613,9,1
D00373,prostate_cancer,PD1,1,0,0.593,521.4,2.42,2,0,14468,3,0.792,0.588,12,2
D00374,melanoma,EGFR,1,0,0.56,494.9,2.4,2,0,9407,5,0.747,0.524,8,1
D00375,prostate_cancer,HER2,0,1,0.818,431.1,1.87,0,1,13130,1,0.206,0.158,9,1
D00376,melanoma,HER2,1,0,0.444,406.1,1.92,2,0,9571,1,0.788,0.581,9,2
D00377,melanoma,mTOR,1,1,0.617,401.9,3.84,1,1,9381,1,0.362,0.263,12,1
D00378,prostate_cancer,ALK,0,0,0.579,404.0,5.11,1,0,10937,5,0.58,0.411,14,2
D00379,melanoma,mTOR,0,1,0.478,519.5,3.15,0,1,9470,3,0.167,0.17,9,2
D00380,prostate_cancer,BRAF,1,0,0.677,411.3,3.56,2,0,6082,5,0.73,0.575,12,3
D00381,lung_cancer,PD1,0,1,0.506,433.9,3.1,0,1,29667,4,0.258,0.143,12,2
D00382,breast_cancer,EGFR,0,0,0.826,684.8,2.92,1,0,35114,10,0.651,0.518,10,3
D00383,lung_cancer,PD1,0,0,0.763,571.9,2.44,1,0,29201,8,0.641,0.514,8,2
D00384,ovarian_cancer,EGFR,0,1,0.643,477.2,4.42,0,1,8680,5,0.143,0.087,12,2
D00385,colon_cancer,mTOR,0,0,0.557,429.8,4.45,1,0,25499,6,0.642,0.466,10,1
D00386,prostate_cancer,HER2,1,1,0.631,536.6,2.55,1,0,7783,2,0.594,0.459,8,2
D00387,breast_cancer,ALK,0,1,0.767,530.6,3.78,0,1,20610,7,0.183,0.165,14,3
D00388,ovarian_cancer,mTOR,0,0,0.676,529.7,1.74,1,0,6867,2,0.589,0.429,9,3
D00389,prostate_cancer,BRAF,1,0,0.632,421.8,2.8,2,0,14227,1,0.811,0.602,14,3
D00390,prostate_cancer,VEGF,0,1,0.48,474.0,3.5,0,1,8395,4,0.152,0.165,8,1
D00391,melanoma,VEGF,0,1,0.585,494.2,1.93,0,0,7959,4,0.4,0.317,11,1
D00392,lung_cancer,HER2,1,0,0.752,510.4,3.49,2,0,49310,7,0.927,0.681,12,1
D00393,melanoma,HER2,1,1,0.694,524.8,3.86,1,1,7060,4,0.32,0.29,9,3
D00394,melanoma,PD1,1,1,0.796,546.7,3.37,2,0,6138,4,0.741,0.532,8,3
D00395,prostate_cancer,PD1,0,0,0.493,474.4,1.67,1,0,7938,2,0.595,0.436,10,3
D00396,lung_cancer,mTOR,1,1,0.505,514.4,3.17,1,1,25735,4,0.414,0.244,12,3
D00397,breast_cancer,VEGF,0,0,0.428,501.7,1.98,1,0,33285,9,0.651,0.555,13,1
D00398,prostate_cancer,HER2,1,0,0.508,393.5,3.84,1,0,13891,2,0.624,0.432,11,3
D00399,breast_cancer,BRAF,0,1,0.484,476.8,3.55,0,1,39547,9,0.258,0.156,11,2
D00400,breast_cancer,EGFR,0,0,0.661,482.3,3.02,1,0,24900,7,0.629,0.447,11,3
D00401,ovarian_cancer,EGFR,0,0,0.641,555.1,2.59,0,0,3009,4,0.375,0.31,10,1
D00402,prostate_cancer,ALK,1,0,0.869,487.7,2.63,2,0,11742,5,0.759,0.61,14,3
D00403,ovarian_cancer,EGFR,1,0,0.527,445.2,2.75,2,0,3686,3,0.738,0.569,12,2
D00404,colon_cancer,VEGF,0,0,0.689,497.8,2.62,1,0,25724,4,0.664,0.508,10,2
D00405,colon_cancer,EGFR,0,1,0.726,580.5,2.28,0,1,21939,7,0.19,0.141,10,3
D00406,melanoma,BRAF,0,1,0.676,465.1,2.65,0,0,9580,5,0.398,0.322,10,3
D00407,colon_cancer,BRAF,1,0,0.827,595.8,3.16,2,0,22317,8,0.782,0.651,8,1
D00408,ovarian_cancer,mTOR,1,0,0.48,562.5,1.81,2,0,3746,2,0.749,0.557,12,2
D00409,lung_cancer,EGFR,1,0,0.585,501.4,3.71,2,0,38128,9,0.851,0.661,10,3
D00410,ovarian_cancer,EGFR,0,1,0.619,486.6,3.85,0,1,7244,3,0.156,0.088,14,3
D00411,ovarian_cancer,ALK,0,0,0.737,438.6,4.13,1,0,4289,1,0.586,0.485,14,2
D00412,colon_cancer,HER2,1,1,0.693,663.9,2.71,1,1,16124,3,0.376,0.27,13,3
D00413,ovarian_cancer,PD1,1,1,0.513,444.4,4.16,1,1,6309,5,0.307,0.191,9,2
D00414,ovarian_cancer,EGFR,0,1,0.57,606.4,2.58,0,1,5111,5,0.126,0.144,12,2
D00415,prostate_cancer,mTOR,1,1,0.785,446.4,2.77,2,1,13517,4,0.528,0.423,14,1
D00416,melanoma,EGFR,1,0,0.591,372.4,2.27,2,0,6883,3,0.754,0.558,10,3
D00417,ovarian_cancer,EGFR,1,0,0.544,399.7,2.39,1,0,5801,1,0.594,0.445,9,2
D00418,colon_cancer,PD1,0,1,0.491,477.2,3.19,0,1,18115,6,0.181,0.169,9,3
D00419,breast_cancer,BRAF,1,0,0.515,604.0,2.2,2,0,31666,6,0.848,0.657,8,1
D00420,prostate_cancer,HER2,1,0,0.782,558.7,2.83,2,0,13901,3,0.79,0.597,11,3
D00421,colon_cancer,mTOR,0,1,0.599,476.0,3.54,0,1,23613,6,0.208,0.157,12,1
D00422,ovarian_cancer,PD1,1,0,0.629,390.2,3.31,1,0,5585,1,0.593,0.39,9,2
D00423,ovarian_cancer,EGFR,1,1,0.706,493.3,3.39,1,1,4942,3,0.32,0.234,12,2
D00424,colon_cancer,VEGF,1,1,0.505,503.1,4.96,1,1,28997,6,0.41,0.275,9,3
D00425,breast_cancer,ALK,0,0,0.76,429.0,2.58,1,0,32480,6,0.677,0.471,13,1
D00426,melanoma,BRAF,0,0,0.611,430.1,2.56,1,0,9235,5,0.571,0.47,14,2
D00427,colon_cancer,PD1,0,1,0.449,429.0,3.95,0,1,19166,6,0.186,0.182,8,2
D00428,prostate_cancer,PD1,1,1,0.58,593.6,2.54,1,1,11638,1,0.373,0.245,10,3
D00429,ovarian_cancer,VEGF,0,1,0.578,413.4,3.38,0,0,6661,1,0.423,0.305,10,2
D00430,prostate_cancer,VEGF,0,1,0.611,435.8,3.51,0,1,7168,1,0.176,0.084,9,2
D00431,colon_cancer,HER2,1,1,0.703,496.2,1.79,2,1,27795,5,0.589,0.444,12,2
D00432,melanoma,VEGF,0,0,0.463,603.8,4.44,0,0,5655,2,0.408,0.281,8,1
D00433,lung_cancer,mTOR,0,0,0.785,431.0,2.69,1,0,28405,5,0.667,0.508,8,3
D00434,melanoma,PD1,0,0,0.769,502.9,3.27,1,0,9315,2,0.602,0.401,13,2
D00435,colon_cancer,BRAF,1,1,0.887,532.7,4.61,2,1,22288,4,0.571,0.453,13,3
D00436,breast_cancer,ALK,1,1,0.662,465.8,2.36,2,0,31376,8,0.827,0.632,14,1
D00437,melanoma,PD1,1,1,0.53,369.7,2.42,1,0,6116,3,0.576,0.419,12,1
D00438,prostate_cancer,mTOR,1,1,0.405,477.3,4.44,1,1,9788,1,0.364,0.254,9,2
D00439,ovarian_cancer,mTOR,1,0,0.482,438.6,3.18,2,0,6099,2,0.76,0.542,11,3
D00440,breast_cancer,ALK,1,1,0.724,478.7,3.95,1,1,26160,3,0.426,0.259,10,1
D00441,prostate_cancer,mTOR,1,1,0.75,682.2,2.58,1,1,8492,1,0.357,0.293,8,1
D00442,lung_cancer,PD1,1,0,0.758,440.8,3.84,2,0,29937,3,0.87,0.624,10,2
D00443,colon_cancer,BRAF,1,1,0.632,534.6,4.48,1,1,28820,4,0.429,0.253,14,2
D00444,lung_cancer,ALK,1,0,0.496,526.7,2.71,2,0,25413,3,0.847,0.661,13,1
D00445,melanoma,BRAF,1,0,0.769,527.3,3.89,2,0,5769,5,0.729,0.581,9,2
D00446,melanoma,HER2,1,1,0.479,545.6,3.41,1,1,9502,5,0.323,0.211,11,3
D00447,colon_cancer,VEGF,1,0,0.832,565.3,3.94,1,0,25369,6,0.642,0.471,9,2
D00448,ovarian_cancer,EGFR,1,0,0.404,590.6,3.52,1,1,6893,5,0.309,0.208,14,1
D00449,breast_cancer,VEGF,1,0,0.743,466.6,3.12,2,0,21967,3,0.83,0.59,9,3
D00450,ovarian_cancer,BRAF,0,0,0.644,576.5,2.35,0,0,8280,3,0.411,0.351,11,3
D00451,breast_cancer,EGFR,1,1,0.762,509.5,2.69,1,0,34336,9,0.657,0.49,13,2
D00452,breast_cancer,ALK,0,1,0.562,482.3,4.02,0,1,39617,9,0.258,0.165,12,1
D00453,melanoma,PD1,1,1,0.627,495.3,3.04,2,1,6519,1,0.523,0.378,10,3
D00454,breast_cancer,PD1,0,1,0.495,371.2,3.6,0,1,25050,7,0.205,0.141,11,3
D00455,colon_cancer,EGFR,0,0,0.422,531.6,4.73,1,0,15512,4,0.613,0.424,9,1
D00456,lung_cancer,ALK,1,1,0.663,455.4,3.18,2,0,37004,6,0.875,0.653,8,1
D00457,breast_cancer,HER2,1,0,0.634,500.0,4.26,2,0,33629,7,0.848,0.663,8,3
D00458,colon_cancer,ALK,0,0,0.817,472.4,3.22,1,0,23511,3,0.663,0.444,9,3
D00459,melanoma,VEGF,0,0,0.685,528.6,3.15,1,0,9572,4,0.583,0.474,14,3
D00460,ovarian_cancer,PD1,1,1,0.841,444.3,3.16,2,0,6289,5,0.731,0.549,9,3
D00461,ovarian_cancer,mTOR,1,1,0.675,565.9,2.18,1,1,6377,4,0.317,0.274,10,3
D00462,breast_cancer,ALK,0,1,0.783,490.6,2.44,1,0,34824,8,0.669,0.558,8,3
D00463,lung_cancer,PD1,0,0,0.897,575.6,1.78,1,0,32270,6,0.676,0.541,8,3
D00464,colon_cancer,ALK,0,0,0.419,435.3,3.3,1,0,21014,7,0.61,0.453,10,2
D00465,lung_cancer,ALK,1,0,0.767,605.2,2.95,2,0,30665,8,0.823,0.659,13,3
D00466,ovarian_cancer,BRAF,0,1,0.419,435.6,4.5,0,1,3458,3,0.137,0.093,14,2
D00467,melanoma,BRAF,0,0,0.774,364.2,1.24,1,0,8133,1,0.606,0.426,8,2
D00468,ovarian_cancer,ALK,0,1,0.651,515.2,2.6,0,0,8993,4,0.405,0.37,14,3
D00469,ovarian_cancer,ALK,0,0,0.616,398.3,3.57,0,0,5753,1,0.419,0.312,13,1
D00470,ovarian_cancer,mTOR,1,0,0.599,499.5,2.55,2,0,4104,4,0.731,0.566,11,2
D00471,prostate_cancer,ALK,0,0,0.521,377.6,3.7,0,0,7467,1,0.427,0.336,11,2
D00472,colon_cancer,VEGF,1,1,0.697,532.0,2.92,1,0,20729,7,0.609,0.509,14,2
D00473,ovarian_cancer,VEGF,1,0,0.862,627.7,2.14,2,0,4277,1,0.761,0.522,8,1
D00474,ovarian_cancer,VEGF,1,0,0.572,358.0,2.45,2,0,6859,1,0.774,0.55,13,3
D00475,breast_cancer,VEGF,1,1,0.712,476.4,3.19,2,1,20602,6,0.543,0.41,13,3
D00476,lung_cancer,PD1,0,0,0.542,460.7,3.28,1,0,26739,6,0.649,0.507,8,1
D00477,melanoma,HER2,1,1,0.832,379.9,4.16,1,1,8166,2,0.346,0.293,12,3
D00478,lung_cancer,PD1,1,0,0.493,473.4,3.89,2,0,48346,5,0.942,0.625,12,2
D00479,colon_cancer,mTOR,1,0,0.409,507.4,3.37,2,0,19953,4,0.81,0.649,12,2
D00480,lung_cancer,HER2,1,1,0.845,525.6,3.36,2,0,43184,7,0.896,0.631,10,2
D00481,prostate_cancer,VEGF,0,1,0.66,531.4,4.06,0,1,9726,4,0.159,0.098,9,2
D00482,colon_cancer,ALK,1,1,0.671,495.7,3.57,1,1,23869,8,0.364,0.315,14,1
D00483,colon_cancer,HER2,0,1,0.898,472.8,4.15,1,1,24254,4,0.406,0.267,12,3
D00484,prostate_cancer,EGFR,0,1,0.82,425.9,4.44,0,1,11221,4,0.166,0.174,10,2
D00485,prostate_cancer,BRAF,1,0,0.79,476.8,1.86,2,0,10372,5,0.752,0.583,9,3
D00486,breast_cancer,VEGF,0,1,0.44,490.2,2.46,0,0,39815,8,0.519,0.421,10,1
D00487,melanoma,mTOR,1,0,0.482,547.3,2.48,2,0,5122,3,0.746,0.608,9,3
D00488,prostate_cancer,VEGF,0,0,0.489,444.3,1.49,1,0,14027,3,0.615,0.497,9,2
D00489,melanoma,BRAF,0,1,0.76,443.8,1.06,0,1,9685,5,0.148,0.128,13,3
D00490,lung_cancer,ALK,0,1,0.628,353.3,3.61,0,1,33051,9,0.225,0.186,13,1
D00491,ovarian_cancer,mTOR,0,0,0.546,542.9,3.34,1,0,5342,4,0.562,0.405,10,3
D00492,lung_cancer,HER2,0,1,0.815,402.6,2.96,1,1,28708,4,0.429,0.325,13,3
D00493,breast_cancer,mTOR,1,1,0.625,479.7,2.07,1,1,26616,6,0.398,0.251,10,3
D00494,prostate_cancer,HER2,0,0,0.446,600.3,3.7,0,1,7397,5,0.137,0.139,13,3
D00495,ovarian_cancer,VEGF,1,1,0.422,462.3,3.02,1,0,8402,2,0.597,0.412,9,1
D00496,prostate_cancer,EGFR,1,1,0.555,496.7,1.37,1,0,8960,1,0.61,0.487,9,1
D00497,ovarian_cancer,BRAF,1,0,0.629,460.2,2.45,2,0,3047,5,0.715,0.596,9,1
D00498,ovarian_cancer,HER2,1,1,0.605,399.9,2.78,1,1,5004,5,0.3,0.215,13,3
D00499,breast_cancer,EGFR,0,0,0.428,623.8,3.51,0,0,21062,8,0.425,0.36,12,2
D00500,colon_cancer,EGFR,0,0,0.608,434.3,3.46,1,0,25012,8,0.62,0.507,12,3
D00501,ovarian_cancer,VEGF,1,1,0.866,591.9,3.74,1,1,6019,4,0.315,0.272,14,2
D00502,ovarian_cancer,EGFR,1,1,0.467,484.8,2.48,1,0,7317,4,0.572,0.446,13,1
D00503,ovarian_cancer,EGFR,0,0,0.642,535.9,3.31,1,0,8790,3,0.589,0.44,14,2
D00504,colon_cancer,ALK,1,0,0.707,551.6,3.51,1,1,23154,6,0.381,0.314,12,1
D00505,prostate_cancer,PD1,0,0,0.459,564.0,2.57,0,0,9396,5,0.397,0.373,11,1
D00506,colon_cancer,PD1,0,0,0.72,585.4,3.16,1,0,16111,5,0.606,0.445,12,2
D00507,lung_cancer,EGFR,1,1,0.598,646.0,2.45,1,1,30755,6,0.419,0.285,10,3
D00508,melanoma,mTOR,0,0,0.641,618.9,3.16,1,0,9398,3,0.592,0.445,14,2
D00509,prostate_cancer,EGFR,1,1,0.678,427.9,2.61,1,1,11434,3,0.352,0.21,9,2
D00510,lung_cancer,PD1,1,0,0.685,454.4,3.34,2,0,49626,7,0.928,0.695,10,3
D00511,lung_cancer,PD1,1,0,0.649,521.8,2.54,2,0,34916,6,0.865,0.64,9,1
D00512,colon_cancer,BRAF,0,0,0.857,478.1,4.71,1,0,22907,7,0.62,0.448,10,2
D00513,prostate_cancer,BRAF,1,1,0.472,618.2,3.35,1,1,14456,2,0.377,0.232,8,2
D00514,melanoma,HER2,0,0,0.555,483.0,3.1,1,0,5713,3,0.574,0.436,8,1
D00515,ovarian_cancer,BRAF,1,0,0.689,529.1,2.18,2,0,5628,2,0.758,0.533,10,3
D00516,colon_cancer,BRAF,1,0,0.536,459.4,1.67,2,0,25206,7,0.806,0.614,9,3
D00517,colon_cancer,ALK,1,1,0.471,511.9,3.52,1,1,19011,4,0.38,0.23,12,2
D00518,ovarian_cancer,mTOR,0,0,0.414,441.3,4.26,1,0,6142,1,0.596,0.399,11,1
D00519,prostate_cancer,ALK,1,1,0.556,381.9,1.83,1,1,14740,1,0.389,0.309,14,2
D00520,ovarian_cancer,VEGF,0,1,0.449,498.0,3.84,0,1,6812,4,0.144,0.09,9,1
D00521,ovarian_cancer,PD1,1,1,0.492,614.7,2.63,1,1,5660,4,0.313,0.238,8,2
D00522,lung_cancer,PD1,1,1,0.823,566.3,2.97,1,1,43831,6,0.484,0.335,11,3
D00523,lung_cancer,PD1,0,1,0.666,466.2,3.71,0,1,45344,6,0.317,0.218,11,2
D00524,lung_cancer,PD1,0,1,0.792,532.2,1.74,0,1,42843,10,0.264,0.181,13,3
