indication,target,efficacy_label
colon_cancer,VEGF,2
bipolar_disorder,TGF_beta,1
pneumonia,c-MET,2
hepatitis_c,GPC3,0
liver_cancer,IL-23,1
liver_disease,HER2,1
hepatitis_b,BRAF,2
colon_cancer,STAT,0
cardiomyopathy,CEA,1
liver_cancer,IL-6,0
malaria,EGFR,1
schizophrenia,GABA_B,2
brain_cancer,CDK6,2
kidney_disease,TIM3,0
liver_disease,CD47,0
hiv_aids,Hedgehog,0
asthma,p53,0
crohns_disease,ALK,2
psoriasis,RET,2
hiv_aids,CD19,1
colon_cancer,CD30,0
heart_failure,CD33,0
osteoporosis,IL-1,1
bladder_cancer,STAT,2
bipolar_disorder,AKT,2
esophageal_cancer,VEGFR,1
chronic_pain,BTK,2
lung_cancer,CD30,0
schizophrenia,AR,0
pneumonia,IL-23,1
multiple_sclerosis,LAG3,1
gout,D2,0
psoriasis,CDK4,0
hiv_aids,VEGFR,0
ovarian_cancer,RAS,1
brain_cancer,GIPR,0
pancreatic_cancer,EGF,1
ulcerative_colitis,FGFR,2
alzheimers,IL-13,1
malaria,NTRK,1
stroke,HIF,2
tuberculosis,HER3,0
depression,ALK,0
heart_failure,ALK,2
influenza,BCMA,2
sepsis,PDGFR,0
hepatitis_b,CDK6,0
hepatitis_c,GCGR,1
atherosclerosis,ER_alpha,1
myocardial_infarction,Hedgehog,2
crohns_disease,CTLA-4,1
liver_cancer,Hedgehog,2
anxiety,Hedgehog,2
colorectal_cancer,ROS1,2
thyroid_cancer,PR,0
stroke,AMPA,0
hepatitis_b,TIM3,0
ulcerative_colitis,NTRK,0
esophageal_cancer,CD33,1
crohns_disease,HER3,0
colorectal_cancer,TGF_beta,1
colorectal_cancer,CD22,2
melanoma,BRAF,1
obesity,TGF_beta,0
kidney_disease,HER3,0
coronary_artery_disease,MEK,1
stroke,Wnt,0
malaria,ER_alpha,1
crohns_disease,IL-13,1
kidney_cancer,CD33,1
adhd,SGLT2,0
arrhythmia,D2,1
heart_failure,VEGF,1
thyroid_cancer,CD47,1
bipolar_disorder,FGF,0
liver_cancer,CEA,2
brain_cancer,mTOR,2
lung_cancer,MYC,0
fibromyalgia,FGFR,1
lymphoma,GABA_A,1
adhd,AR,0
pancreatic_cancer,CEA,2
thyroid_cancer,IL-13,0
multiple_sclerosis,CD19,2
heart_failure,CDK6,1
arrhythmia,GPC3,0
hyperlipidemia,CD20,0
covid_19,IL-13,0
bipolar_disorder,RAS,2
brain_cancer,HGF,1
stomach_cancer,ALK,1
covid_19,TIM3,2
coronary_artery_disease,AR,0
fibromyalgia,DNMT,1
hyperlipidemia,c-MET,0
hepatitis_c,CD19,0
stroke,CDK4,0
adhd,LAG3,0
stomach_cancer,EGF,0
fibromyalgia,CEA,1
bladder_cancer,NOTCH,2
leukemia,IL-23,1
hyperlipidemia,BTK,1
myocardial_infarction,D2,0
multiple_sclerosis,IL-1,1
arthritis,GABA_B,1
hyperlipidemia,ER_alpha,2
atherosclerosis,CDK4,1
breast_cancer,BRD4,2
ovarian_cancer,TGF_beta,0
atherosclerosis,IL-17,2
pancreatic_cancer,PI3K,2
sepsis,SGLT2,2
sepsis,GR,0
arrhythmia,PD-1,1
type2_diabetes,SGLT2,2
colorectal_cancer,CD30,2
psoriasis,CTLA-4,2
covid_19,ERK,2
chronic_pain,AP-1,1
pneumonia,EGF,2
colorectal_cancer,TIGIT,1
autism,BTK,0
obesity,RAS,0
influenza,PD1,1
als,TOP1,1
pancreatic_cancer,CD22,1
colorectal_cancer,ROS1,2
breast_cancer,CD20,2
breast_cancer,GLP-1R,2
lymphoma,IL-6,0
stroke,SGLT2,1
arrhythmia,CTLA-4,0
colorectal_cancer,TOP1,2
osteoporosis,AMPA,0
lung_cancer,FGF,0
sepsis,GCGR,2
alzheimers,HGF,2
kidney_disease,HDAC,0
stroke,CD19,2
hepatitis_b,CD38,0
prostate_cancer,HER3,1
pancreatic_cancer,TIM3,2
epilepsy,MR,0
ovarian_cancer,OX40,2
migraine,BCMA,1
coronary_artery_disease,BCR-ABL,0
tuberculosis,IL-4,0
ulcerative_colitis,ROS1,0
epilepsy,EGF,2
hiv_aids,AMPA,1
melanoma,EGF,0
schizophrenia,PD-1,0
cervical_cancer,ALK,1
stroke,TIGIT,1
sepsis,TGF_beta,1
lymphoma,CDK6,2
hyperlipidemia,BTK,0
myocardial_infarction,AR,0
gout,ER_alpha,1
fibromyalgia,GCGR,1
type1_diabetes,AKT,2
als,NOTCH,2
crohns_disease,TIGIT,2
heart_failure,GABA_A,1
leukemia,VEGFR,1
multiple_sclerosis,HIF,1
gout,NMDA,0
type2_diabetes,TOP1,0
cardiomyopathy,5-HT1A,1
migraine,RET,1
insomnia,GR,1
stomach_cancer,BCR-ABL,1
influenza,VEGF,0
influenza,GABA_B,1
kidney_disease,DNMT,0
hepatitis_c,BCMA,2
osteoporosis,c-MET,0
colon_cancer,ALK,2
kidney_cancer,GABA_B,2
osteoporosis,IL-17,1
epilepsy,HGF,1
heart_failure,PI3K,1
sepsis,mTOR,0
kidney_disease,CEA,2
depression,GPC3,0
chronic_pain,GABA_B,1
depression,HER4,1
heart_failure,Hedgehog,0
leukemia,JAK,2
lung_cancer,IL-1,0
kidney_cancer,NMDA,2
sepsis,AR,2
bipolar_disorder,NOTCH,2
tuberculosis,CD30,2
multiple_sclerosis,PDGFR,1
asthma,CDK4,0
esophageal_cancer,HGF,1
rheumatoid_arthritis,CD47,1
depression,BRD4,1
crohns_disease,HER2,2
adhd,MYC,0
covid_19,SGLT2,1
stroke,BTK,0
pneumonia,VEGF,1
parkinsons,NTRK,0
arrhythmia,PI3K,0
migraine,5-HT2A,2
ulcerative_colitis,DNMT,0
adhd,TOP2,1
heart_failure,HIF,0
cardiomyopathy,IL-17,1
leukemia,CEA,0
arthritis,GR,2
rheumatoid_arthritis,PD1,1
lupus,MEK,2
colon_cancer,HGF,2
stroke,Hedgehog,1
covid_19,IL-4,0
heart_failure,CD33,0
alzheimers,TGF_beta,1
cervical_cancer,IGF1R,2
arrhythmia,IL-13,2
huntingtons,PI3K,1
asthma,c-MET,0
alzheimers,AR,1
pancreatic_cancer,MR,0
huntingtons,NOTCH,1
fibromyalgia,TOP2,0
pancreatic_cancer,c-MET,0
type2_diabetes,GCGR,1
colon_cancer,JAK,2
cardiomyopathy,PD-L1,1
cervical_cancer,GLP-1R,0
cardiomyopathy,PARP,0
esophageal_cancer,GABA_B,2
esophageal_cancer,Hedgehog,2
kidney_cancer,CDK6,0
thyroid_cancer,EGFR,2
stomach_cancer,HER4,1
als,mTOR,0
celiac_disease,SGLT2,1
copd,BTK,1
bipolar_disorder,CD19,2
hepatitis_b,NF-kB,2
kidney_cancer,GABA_B,1
breast_cancer,CTLA-4,2
kidney_cancer,IGF1R,2
liver_cancer,LAG3,2
breast_cancer,AP-1,0
colon_cancer,c-MET,2
lung_cancer,Hedgehog,2
hypertension,BTK,0
lupus,D2,0
osteoporosis,NF-kB,0
myocardial_infarction,NTRK,1
covid_19,CD22,0
atherosclerosis,CDK6,0
stomach_cancer,ROS1,2
depression,TNF_alpha,0
malaria,TNF_alpha,0
chronic_pain,NTRK,2
celiac_disease,IL-6,1
autism,GABA_B,2
als,p53,1
heart_failure,mTOR,2
type2_diabetes,PD1,1
breast_cancer,MEK,2
hiv_aids,NTRK,0
myocardial_infarction,CDK4,2
asthma,5-HT2A,1
coronary_artery_disease,PD-1,2
thyroid_cancer,CEA,0
stroke,HER3,0
influenza,AR,1
multiple_sclerosis,IL-4,2
bladder_cancer,NF-kB,1
psoriasis,BTK,2
psoriasis,HER2,0
thyroid_cancer,Wnt,0
osteoporosis,IL-6,0
adhd,BTK,1
kidney_disease,PD-L1,1
rheumatoid_arthritis,HGF,0
asthma,ER_alpha,2
lung_cancer,RET,2
sepsis,c-MET,0
psoriasis,CD22,0
heart_failure,5-HT1A,0
kidney_cancer,RAS,2
cardiomyopathy,AP-1,2
thyroid_cancer,CD38,2
ovarian_cancer,CD20,1
esophageal_cancer,DNMT,0
obesity,ERK,1
epilepsy,HGF,0
pancreatic_cancer,AP-1,2
cervical_cancer,MYC,1
tuberculosis,CD38,2
adhd,PDGFR,1
pneumonia,STAT,1
type1_diabetes,CTLA-4,2
crohns_disease,CD33,0
liver_disease,PD-1,2
pancreatic_cancer,TIM3,2
hiv_aids,GIPR,0
lupus,GPC3,1
colon_cancer,CD38,1
type1_diabetes,GR,2
liver_cancer,RAS,2
esophageal_cancer,EGFR,2
kidney_cancer,HIF,2
chronic_pain,Wnt,2
crohns_disease,PD-1,1
liver_disease,CD22,1
stomach_cancer,STAT,2
pancreatic_cancer,p53,2
insomnia,LAG3,2
type2_diabetes,CD20,0
colorectal_cancer,AR,1
esophageal_cancer,GCGR,1
coronary_artery_disease,GLP-1R,1
colorectal_cancer,BCMA,2
kidney_cancer,EGFR,2
arrhythmia,Hedgehog,2
cardiomyopathy,TNF_alpha,2
heart_failure,VEGFR,1
hepatitis_c,PD-L1,1
insomnia,mTOR,0
multiple_sclerosis,IL-17,1
liver_cancer,RAS,0
huntingtons,EGF,1
prostate_cancer,ER_alpha,2
migraine,TGF_beta,1
esophageal_cancer,DNMT,0
crohns_disease,BRAF,1
crohns_disease,PD-L1,0
arthritis,LAG3,0
hyperlipidemia,CD33,0
huntingtons,5-HT1A,1
copd,AP-1,0
liver_disease,TIGIT,0
kidney_disease,OX40,1
malaria,BRAF,1
liver_cancer,PDGFR,1
depression,PD1,0
tuberculosis,CDK6,1
osteoporosis,BTK,0
gout,c-MET,0
melanoma,GPC3,1
ulcerative_colitis,NOTCH,2
als,CD22,1
psoriasis,FGF,2
hiv_aids,AP-1,1
liver_disease,IL-13,2
celiac_disease,IL-17,1
insomnia,ALK,2
migraine,PD-L1,2
psoriasis,OX40,0
epilepsy,HER3,1
breast_cancer,CEA,2
adhd,TOP2,0
gout,LAG3,2
fibromyalgia,PI3K,2
pneumonia,VEGFR,2
bipolar_disorder,CDK4,0
lung_cancer,AMPA,0
asthma,CTLA-4,1
bipolar_disorder,SGLT2,2
hyperlipidemia,IL-6,0
osteoporosis,MEK,0
myocardial_infarction,p53,0
adhd,VEGFR,1
autism,STAT,0
bipolar_disorder,Hedgehog,2
cardiomyopathy,GPC3,1
kidney_disease,TIM3,0
prostate_cancer,IL-13,0
anxiety,NOTCH,0
heart_failure,CD38,1
kidney_cancer,VEGF,0
migraine,5-HT2A,1
colorectal_cancer,CD30,0
obesity,PI3K,1
bladder_cancer,HDAC,0
lymphoma,ERK,1
type1_diabetes,CD47,1
heart_failure,TNF_alpha,2
epilepsy,CD22,0
asthma,RAS,1
bipolar_disorder,GPC3,1
huntingtons,CD19,0
stroke,HER4,0
hepatitis_c,CD19,0
autism,DNMT,0
psoriasis,HER4,2
leukemia,STAT,1
melanoma,HER2,2
covid_19,5-HT1A,0
heart_failure,VEGFR,1
melanoma,CD38,2
lung_cancer,NTRK,1
malaria,HDAC,1
cardiomyopathy,CTLA-4,1
bladder_cancer,GIPR,2
colon_cancer,PI3K,1
bipolar_disorder,BRAF,2
tuberculosis,TOP2,0
osteoporosis,TGF_beta,0
arrhythmia,RAS,0
sepsis,Wnt,1
melanoma,IL-23,0
kidney_cancer,CD38,1
type1_diabetes,BTK,1
tuberculosis,5-HT2A,1
covid_19,PD-L1,0
coronary_artery_disease,CTLA-4,1
colorectal_cancer,NTRK,2
arthritis,ER_alpha,1
hepatitis_b,BCR-ABL,0
hepatitis_b,AP-1,1
type2_diabetes,IGF1R,0
rheumatoid_arthritis,AP-1,0
liver_disease,CD20,1
type2_diabetes,VEGF,2
hyperlipidemia,STAT,1
crohns_disease,IL-13,2
melanoma,TGF_beta,1
bipolar_disorder,PD1,0
heart_failure,PD1,1
lymphoma,OX40,2
adhd,PD-1,2
prostate_cancer,CEA,1
type1_diabetes,VEGFR,1
copd,D2,0
cervical_cancer,c-MET,1
lung_cancer,CD22,1
stomach_cancer,NTRK,1
coronary_artery_disease,VEGFR,2
alzheimers,FGFR,0
coronary_artery_disease,CD38,1
arthritis,SGLT2,0
covid_19,GABA_B,2
type2_diabetes,IL-4,1
alzheimers,c-MET,2
bladder_cancer,ERK,1
sepsis,NTRK,0
ovarian_cancer,TIGIT,0
depression,TOP1,1
hyperlipidemia,CEA,1
lupus,NF-kB,2
autism,ER_beta,0
chronic_pain,CD20,0
type2_diabetes,PD-1,1
copd,TIM3,0
sepsis,TNF_alpha,1
tuberculosis,CD30,0
chronic_pain,TIM3,1
adhd,p53,1
type2_diabetes,JAK,0
arthritis,PDGFR,1
stomach_cancer,IL-13,0
breast_cancer,LAG3,0
stomach_cancer,ER_beta,2
bladder_cancer,GLP-1R,1
ovarian_cancer,GABA_A,0
adhd,SGLT2,1
type2_diabetes,5-HT1A,0
fibromyalgia,HER2,1
cardiomyopathy,CDK4,1
huntingtons,GABA_B,2
parkinsons,ROS1,0
influenza,IL-23,1
ovarian_cancer,RAS,2
stomach_cancer,CTLA-4,1
stomach_cancer,GABA_A,2
lymphoma,IL-23,1
cervical_cancer,ER_beta,1
coronary_artery_disease,CD19,0
osteoporosis,HGF,2
asthma,CDK6,0
adhd,BTK,2
sepsis,TIGIT,1
autism,GABA_B,1
bladder_cancer,TIM3,0
myocardial_infarction,IL-4,1
type2_diabetes,GLP-1R,2
atherosclerosis,CTLA-4,1
prostate_cancer,5-HT2A,0
type2_diabetes,GLP-1R,0
type1_diabetes,PD1,1
covid_19,p53,0
hepatitis_c,Wnt,0
coronary_artery_disease,BTK,2
osteoporosis,Hedgehog,1
osteoporosis,TGF_beta,0
als,BCR-ABL,2
insomnia,RET,2
lymphoma,HIF,2
influenza,ER_alpha,1
epilepsy,NF-kB,2
adhd,GABA_B,0
tuberculosis,CD20,1
tuberculosis,GPC3,0
celiac_disease,PD-L1,2
huntingtons,MR,2
stomach_cancer,FGFR,2
rheumatoid_arthritis,NF-kB,2
anxiety,NTRK,0
autism,IL-13,1
heart_failure,p53,1
liver_cancer,IL-6,2
type2_diabetes,PI3K,0
hyperlipidemia,FGFR,0
osteoporosis,p53,1
lupus,BRAF,2
crohns_disease,NOTCH,1
gout,SGLT2,1
epilepsy,PARP,1
hepatitis_c,FGF,2
fibromyalgia,ER_beta,0
hiv_aids,TOP1,0
cardiomyopathy,CD30,2
thyroid_cancer,TNF_alpha,0
arthritis,NTRK,0
liver_cancer,PARP,2
influenza,OX40,0
type1_diabetes,GIPR,0
chronic_pain,AR,1
parkinsons,NTRK,2
arrhythmia,PD-1,0
crohns_disease,NF-kB,2
type2_diabetes,NF-kB,0
als,5-HT2A,2
multiple_sclerosis,STAT,0
melanoma,TNF_alpha,2
depression,RAS,0
hypertension,NOTCH,2
lupus,IGF1R,1
parkinsons,EGFR,1
migraine,IGF1R,2
influenza,MYC,0
chronic_pain,SGLT2,1
breast_cancer,GCGR,2
pneumonia,IL-13,0
copd,NOTCH,2
crohns_disease,JAK,1
type2_diabetes,PI3K,1
stroke,GR,0
asthma,IL-23,0
coronary_artery_disease,BCMA,0
huntingtons,NOTCH,2
breast_cancer,MYC,2
hyperlipidemia,IGF1R,0
huntingtons,HIF,0
cervical_cancer,HIF,2
esophageal_cancer,SGLT2,1
crohns_disease,GLP-1R,0
type1_diabetes,OX40,2
psoriasis,BRD4,1
insomnia,NMDA,1
colorectal_cancer,CEA,2
lupus,JAK,2
osteoporosis,BRAF,0
lupus,ER_beta,0
kidney_cancer,GCGR,1
obesity,GCGR,2
melanoma,TGF_beta,1
psoriasis,IL-6,1
alzheimers,CD33,1
huntingtons,BRD4,0
obesity,CD20,0
sepsis,RAS,0
obesity,PDGFR,1
bladder_cancer,CD20,1
copd,BRD4,1
myocardial_infarction,HDAC,0
insomnia,MR,1
chronic_pain,PDGFR,2
anxiety,AMPA,2
liver_disease,NOTCH,1
hypertension,RAS,1
crohns_disease,TGF_beta,1
pneumonia,PDGFR,1
leukemia,HIF,1
hepatitis_b,BTK,1
melanoma,IL-6,0
kidney_disease,5-HT2A,0
colon_cancer,HIF,1
als,OX40,2
stomach_cancer,GR,0
pneumonia,GPC3,1
adhd,RAS,0
ovarian_cancer,RET,1
hiv_aids,CDK6,1
myocardial_infarction,IL-13,0
bladder_cancer,LAG3,2
type2_diabetes,TNF_alpha,2
hypertension,GLP-1R,1
hypertension,IL-6,0
autism,D2,0
celiac_disease,VEGF,1
psoriasis,GCGR,1
stroke,DNMT,0
copd,AR,2
alzheimers,D2,2
insomnia,GCGR,0
prostate_cancer,5-HT2A,0
copd,5-HT2A,1
lupus,JAK,1
thyroid_cancer,IL-1,1
arrhythmia,HER4,0
colorectal_cancer,BCMA,1
obesity,BRAF,1
depression,DNMT,2
huntingtons,IL-13,2
cervical_cancer,FGFR,1
prostate_cancer,FGFR,2
arrhythmia,EGF,1
breast_cancer,PD1,1
fibromyalgia,NOTCH,0
leukemia,HER3,1
arthritis,RAS,1
huntingtons,NTRK,1
esophageal_cancer,IGF1R,2
gout,CD22,0
pneumonia,HER3,0
influenza,STAT,0
hiv_aids,5-HT2A,2
sepsis,TIGIT,0
brain_cancer,FGFR,1
brain_cancer,TOP1,1
atherosclerosis,BCMA,0
copd,PI3K,1
chronic_pain,OX40,0
lymphoma,MR,1
alzheimers,IL-13,0
colon_cancer,GABA_A,2
stroke,MR,1
stroke,DNMT,1
lymphoma,HER3,2
influenza,TIGIT,2
coronary_artery_disease,BCR-ABL,1
psoriasis,GPC3,2
melanoma,NF-kB,0
tuberculosis,IL-13,1
alzheimers,TOP1,2
hepatitis_c,HER3,1
myocardial_infarction,DNMT,1
thyroid_cancer,RAS,1
insomnia,HER3,1
liver_disease,CD22,0
autism,AP-1,2
chronic_pain,CTLA-4,2
esophageal_cancer,CD20,1
breast_cancer,AMPA,1
myocardial_infarction,c-MET,1
huntingtons,AR,0
bipolar_disorder,5-HT2A,2
fibromyalgia,Wnt,1
bladder_cancer,NMDA,2
atherosclerosis,IGF1R,1
pancreatic_cancer,IL-1,1
atherosclerosis,TNF_alpha,0
arthritis,BRAF,2
bipolar_disorder,ERK,2
breast_cancer,CD19,2
myocardial_infarction,DNMT,0
hiv_aids,ROS1,1
crohns_disease,RET,2
pancreatic_cancer,CD20,2
malaria,p53,1
parkinsons,CD20,0
depression,RAS,1
lupus,c-MET,1
prostate_cancer,Hedgehog,2
liver_disease,IL-1,1
pneumonia,HER3,1
gout,IL-13,1
huntingtons,IGF1R,2
psoriasis,IL-23,0
arrhythmia,GLP-1R,1
type2_diabetes,CD38,2
kidney_disease,5-HT1A,0
heart_failure,ERK,2
alzheimers,GIPR,2
type1_diabetes,RET,2
copd,CD19,0
malaria,CDK4,0
melanoma,STAT,1
huntingtons,GR,0
osteoporosis,ROS1,2
bipolar_disorder,HER3,1
crohns_disease,OX40,2
breast_cancer,TIGIT,2
arrhythmia,SGLT2,0
atherosclerosis,HER4,0
pneumonia,JAK,2
cervical_cancer,ER_beta,1
als,VEGF,1
multiple_sclerosis,AR,0
arthritis,HER2,1
copd,HER3,1
heart_failure,CDK4,0
obesity,MYC,1
tuberculosis,BTK,0
kidney_cancer,IL-23,0
lupus,BRD4,1
asthma,RAS,0
bladder_cancer,IL-4,1
chronic_pain,CD38,1
esophageal_cancer,OX40,1
esophageal_cancer,RET,2
ulcerative_colitis,FGFR,1
hypertension,MEK,0
brain_cancer,CD22,2
parkinsons,IGF1R,0
liver_disease,HIF,1
anxiety,HDAC,0
lymphoma,TNF_alpha,2
prostate_cancer,TOP1,0
arthritis,ER_beta,0
migraine,CDK4,1
bladder_cancer,CD22,2
hiv_aids,TOP1,2
insomnia,5-HT2A,0
celiac_disease,HDAC,1
alzheimers,HER4,0
gout,EGFR,1
hyperlipidemia,RAS,1
colorectal_cancer,mTOR,0
ulcerative_colitis,AP-1,1
atherosclerosis,GLP-1R,0
hypertension,AR,1
als,BCR-ABL,0
hypertension,c-MET,2
melanoma,CD20,0
myocardial_infarction,ER_beta,2
type1_diabetes,CD19,2
stroke,TIGIT,1
depression,EGF,1
rheumatoid_arthritis,RET,2
alzheimers,AP-1,0
ulcerative_colitis,HDAC,0
obesity,CDK6,0
malaria,Hedgehog,1
hepatitis_c,PD-1,0
atherosclerosis,TOP2,0
myocardial_infarction,ALK,2
influenza,ER_alpha,0
obesity,c-MET,0
multiple_sclerosis,PD1,2
hepatitis_b,JAK,0
copd,LAG3,2
lung_cancer,MYC,2
fibromyalgia,Wnt,0
esophageal_cancer,CD38,1
ulcerative_colitis,CD38,1
colorectal_cancer,Wnt,2
coronary_artery_disease,HER2,0
cervical_cancer,D2,0
colorectal_cancer,ALK,2
ovarian_cancer,IL-6,0
influenza,CDK4,1
cardiomyopathy,CD33,0
hypertension,TIM3,1
hepatitis_b,TIGIT,0
anxiety,Hedgehog,0
stomach_cancer,CD38,2
sepsis,Wnt,0
myocardial_infarction,OX40,1
coronary_artery_disease,DNMT,0
ovarian_cancer,5-HT2A,2
ovarian_cancer,ER_alpha,1
esophageal_cancer,EGFR,0
prostate_cancer,TNF_alpha,1
liver_disease,NF-kB,2
parkinsons,IL-4,1
multiple_sclerosis,HER2,1
ulcerative_colitis,VEGFR,2
arrhythmia,PD1,0
rheumatoid_arthritis,AP-1,2
hiv_aids,PD1,1
arthritis,RET,0
asthma,DNMT,0
obesity,GR,1
insomnia,NMDA,0
kidney_cancer,TNF_alpha,2
type2_diabetes,CD47,1
psoriasis,BTK,2
celiac_disease,D2,1
colon_cancer,IL-23,1
psoriasis,ALK,1
esophageal_cancer,NF-kB,0
liver_disease,Wnt,2
coronary_artery_disease,CD30,0
psoriasis,VEGF,0
ulcerative_colitis,IL-17,2
type1_diabetes,TNF_alpha,2
multiple_sclerosis,RAS,1
covid_19,HER4,1
copd,CDK6,2
crohns_disease,AR,1
leukemia,MYC,1
depression,CD30,2
esophageal_cancer,5-HT1A,1
huntingtons,5-HT2A,1
thyroid_cancer,PR,2
thyroid_cancer,FGF,0
sepsis,NF-kB,1
bladder_cancer,TIGIT,2
hiv_aids,RAS,0
fibromyalgia,AR,0
atherosclerosis,Wnt,0
colorectal_cancer,AMPA,1
kidney_disease,HER4,2
asthma,CD20,1
crohns_disease,CDK6,2
crohns_disease,NF-kB,2
melanoma,AMPA,0
kidney_disease,HER3,0
multiple_sclerosis,BCR-ABL,2
autism,GPC3,1
cervical_cancer,GIPR,0
ovarian_cancer,PDGFR,1
fibromyalgia,TNF_alpha,0
ulcerative_colitis,BTK,1
insomnia,LAG3,1
liver_cancer,GABA_B,1
malaria,CD33,1
thyroid_cancer,PD1,1
thyroid_cancer,PARP,2
hepatitis_b,GPC3,2
adhd,CD30,0
cervical_cancer,EGFR,2
pancreatic_cancer,IL-6,0
lymphoma,RET,2
gout,5-HT2A,1
insomnia,GABA_A,1
leukemia,GR,1
liver_disease,5-HT1A,0
lung_cancer,HGF,0
anxiety,CTLA-4,0
lupus,p53,1
sepsis,AMPA,1
stomach_cancer,CDK4,2
lung_cancer,NMDA,1
ovarian_cancer,BCMA,2
kidney_disease,ROS1,1
liver_cancer,RET,2
fibromyalgia,SGLT2,1
malaria,BCR-ABL,2
influenza,ALK,0
multiple_sclerosis,TOP2,1
covid_19,SGLT2,1
depression,TIGIT,0
leukemia,HER2,2
hypertension,IL-6,0
hepatitis_c,IL-1,1
kidney_disease,ERK,1
crohns_disease,CD22,1
arrhythmia,EGF,2
prostate_cancer,PD-1,0
stomach_cancer,PD-1,1
lupus,NTRK,2
ulcerative_colitis,HDAC,1
colorectal_cancer,CD19,2
type2_diabetes,p53,2
fibromyalgia,AMPA,1
type2_diabetes,CD22,0
arthritis,TIGIT,2
lung_cancer,NMDA,2
cardiomyopathy,PD1,1
leukemia,AKT,2
leukemia,VEGF,2
liver_disease,EGF,0
influenza,PI3K,0
prostate_cancer,mTOR,0
copd,CDK6,0
als,TOP1,1
cardiomyopathy,EGFR,1
liver_cancer,GCGR,0
insomnia,SGLT2,0
bipolar_disorder,HDAC,1
lupus,PR,1
chronic_pain,ALK,1
asthma,CD20,0
brain_cancer,LAG3,1
psoriasis,TNF_alpha,1
lung_cancer,EGF,1
bladder_cancer,NMDA,1
brain_cancer,NMDA,0
leukemia,VEGFR,2
schizophrenia,NOTCH,0
heart_failure,CD47,2
hyperlipidemia,IGF1R,0
lung_cancer,HER3,1
anxiety,BCR-ABL,1
lymphoma,NTRK,1
covid_19,GLP-1R,1
chronic_pain,PD-L1,0
cardiomyopathy,HER3,1
bipolar_disorder,GR,1
osteoporosis,TGF_beta,1
hiv_aids,RAS,0
stomach_cancer,IL-17,0
fibromyalgia,TGF_beta,1
pneumonia,ROS1,1
hepatitis_c,CTLA-4,1
bipolar_disorder,SGLT2,2
celiac_disease,TGF_beta,1
liver_disease,RET,0
prostate_cancer,CTLA-4,1
osteoporosis,BCR-ABL,1
multiple_sclerosis,HER3,1
atherosclerosis,BTK,0
colon_cancer,STAT,2
adhd,CD47,1
psoriasis,PI3K,1
psoriasis,EGF,0
liver_cancer,GR,1
kidney_disease,MEK,1
lymphoma,BTK,2
type1_diabetes,IL-4,2
kidney_cancer,BCMA,1
asthma,5-HT1A,1
malaria,CD22,2
anxiety,FGF,1
obesity,TOP2,0
multiple_sclerosis,IL-4,1
gout,c-MET,0
colon_cancer,DNMT,1
melanoma,JAK,1
chronic_pain,CD38,0
alzheimers,CD47,1
stroke,c-MET,1
colon_cancer,BRD4,0
pancreatic_cancer,NF-kB,2
parkinsons,TOP1,0
type1_diabetes,LAG3,2
psoriasis,IL-17,1
depression,LAG3,1
thyroid_cancer,FGF,1
hypertension,IL-6,2
melanoma,AMPA,2
stomach_cancer,IL-1,0
stomach_cancer,BRD4,0
ulcerative_colitis,GIPR,1
bladder_cancer,PD1,2
brain_cancer,FGFR,1
bipolar_disorder,VEGF,1
leukemia,TNF_alpha,0
lupus,PI3K,2
sepsis,NF-kB,1
sepsis,SGLT2,1
pancreatic_cancer,Hedgehog,2
kidney_cancer,GPC3,1
kidney_disease,ROS1,0
sepsis,STAT,0
asthma,c-MET,2
anxiety,GLP-1R,1
chronic_pain,PD-1,0
influenza,GABA_A,0
influenza,GIPR,2
als,CD22,1
copd,c-MET,1
crohns_disease,GABA_B,1
hepatitis_c,OX40,0
ulcerative_colitis,AMPA,0
bladder_cancer,CD47,2
copd,PARP,1
ovarian_cancer,IL-17,0
prostate_cancer,VEGF,0
lymphoma,AR,1
celiac_disease,AR,0
osteoporosis,NOTCH,0
hepatitis_b,IL-13,1
myocardial_infarction,NOTCH,0
ulcerative_colitis,MEK,0
psoriasis,IL-13,2
ulcerative_colitis,AP-1,0
malaria,MEK,1
hypertension,HER4,0
breast_cancer,GABA_A,1
obesity,NMDA,1
hepatitis_c,p53,1
epilepsy,PD1,0
depression,HER2,1
als,BCR-ABL,0
breast_cancer,PDGFR,0
psoriasis,HIF,1
insomnia,GABA_A,0
anxiety,TOP1,0
gout,TIGIT,1
cervical_cancer,BTK,2
chronic_pain,IL-13,1
depression,CD22,1
huntingtons,GPC3,1
bipolar_disorder,VEGF,1
influenza,LAG3,1
liver_disease,GABA_A,0
bipolar_disorder,GIPR,1
multiple_sclerosis,IL-17,1
atherosclerosis,GABA_B,2
hyperlipidemia,CTLA-4,1
stroke,EGF,1
crohns_disease,VEGFR,1
colorectal_cancer,PR,1
gout,TNF_alpha,1
prostate_cancer,GABA_B,0
bipolar_disorder,BRAF,1
huntingtons,MYC,0
thyroid_cancer,CDK4,2
adhd,AMPA,2
hypertension,CDK4,1
obesity,SGLT2,0
stroke,NTRK,1
autism,PR,0
myocardial_infarction,NTRK,0
malaria,HER4,1
osteoporosis,BCMA,1
brain_cancer,IGF1R,2
lupus,BRD4,2
kidney_cancer,VEGFR,1
arthritis,IL-17,1
kidney_disease,IL-17,2
malaria,OX40,0
prostate_cancer,DNMT,0
